feature,imp
Col1699,0.01597653718563736
Col965,0.016021096588189128
Col732,0.01604267839788124
Col1866,0.016086290693985244
Col1328,0.01617493750533439
Col232,0.01619156971414866
Col672,0.01621122205652017
Col252,0.016234887141323096
Col392,0.016249653703927388
Col857,0.0163654953638715
Col2209,0.01640935519563084
Col211,0.016550064802748427
Col1440,0.016552672741867246
Col1297,0.016665058206217307
Col1181,0.01670257112240715
Col2192,0.01675645913673249
Col2136,0.0167637833425093
Col735,0.01679883070050861
Col663,0.016860387645814233
Col1500,0.01691453637654562
Col565,0.016923382800839094
Col1637,0.016926653770720168
Col286,0.01695195506454636
Col31,0.016995574634474712
Col643,0.01700453077611098
Col1960,0.0170047418909089
Col2020,0.01706378956964868
Col1170,0.017118297341628633
Col1260,0.01711917243694561
Col1454,0.017121830145397404
Col768,0.017215234687609264
Col1271,0.017225681454958553
Col973,0.01726282249314158
Col684,0.017339065013252292
Col743,0.017398481833344234
Col1488,0.017430445549022514
Col897,0.017455505352305927
Col1046,0.017559023478666873
Col117,0.017594004205862167
Col82,0.017619163486587097
Col7,0.01767845650551718
Col581,0.01769426122597519
Col1920,0.01771633218263213
Col2054,0.01772785011533507
Col312,0.01773079777054272
Col459,0.01776472207014867
Col1382,0.017835071085164654
Col1626,0.017840227623001033
Col1136,0.017863510822207322
Col513,0.017904978897589914
Col216,0.017907348887664078
Col1042,0.018045944631928757
Col259,0.01804596306621446
Col364,0.01806282747349285
Col2072,0.018079703135335107
Col373,0.018083558408535556
Col1939,0.018119651792033422
Col1024,0.018122607509499806
Col88,0.018128705664650392
Col2272,0.018167497612801252
Col1676,0.018202453933207983
Col1911,0.01824919779813487
Col1554,0.018302027467687346
Col2065,0.018321103289110102
Col1765,0.018338513399537685
Col1367,0.018349520211133254
Col1770,0.01835056952921751
Col143,0.018451606917345893
Col929,0.018466241943803505
Col2358,0.018485647631674613
Col2221,0.018505591172659125
Col1227,0.0185267245255269
Col1357,0.018534523773277186
Col1978,0.018577758373306514
Col677,0.01860501441823656
Col954,0.018621446265866724
Col2203,0.0186654815023527
Col2234,0.01869203280994474
Col1598,0.018890687122771557
Col541,0.019098050817365236
Col2153,0.019154493495621996
Col2280,0.019159437290341464
Col281,0.01919587121466097
Col1720,0.019210327735789588
Col1732,0.019269075942230814
Col76,0.019331948916707267
Col1689,0.019496178723496748
Col262,0.019544161624723316
Col1717,0.019564218765049123
Col2062,0.01957737843390402
Col124,0.019594741515476438
Col1571,0.019598434338498116
Col957,0.019689201287553814
Col2371,0.019789704791490108
Col593,0.01983285382376223
Col688,0.01983655828050562
Col699,0.01984875140312172
Col740,0.01985494406100793
Col508,0.019898457098035345
Col2029,0.019963141505221035
Col519,0.01998942308435574
Col348,0.020075324232420578
Col2050,0.020137646984675406
Col2177,0.020142321541170183
Col2256,0.020212989741316557
Col128,0.0202835451359803
Col2217,0.02029494385864724
Col733,0.020397072903307868
Col2299,0.020451326651839727
Col806,0.020466736935237255
Col411,0.020516364918011912
Col465,0.02056006454122912
Col756,0.02066632719257076
Col1107,0.020684964642137305
Col639,0.020757661837271516
Col706,0.02077367628217578
Col1391,0.02082663615170022
Col110,0.0208504033682997
Col1258,0.02092684993800111
Col2254,0.02100989620646601
Col157,0.021010027932716648
Col1513,0.021032555829345902
Col482,0.021144826992989287
Col1588,0.02120872800499809
Col484,0.02126400835929126
Col783,0.021301479813479313
Col1148,0.021346114235759807
Col620,0.021354575190787203
Col923,0.02136898146224577
Col1337,0.021432359670497583
Col648,0.021470934647354913
Col1119,0.021668523833777938
Col1733,0.02182105283402949
Col764,0.021900139553601077
Col840,0.021919534513614496
Col2059,0.021969742823348452
Col2083,0.0219892463467377
Col1780,0.022053256253690277
Col775,0.022116787178367306
Col2258,0.02218018012071389
Col1764,0.022320517409883042
Col1566,0.022342796263486876
Col185,0.022403543124236577
Col260,0.02240601431767874
Col1400,0.022508406428123514
Col47,0.022517468125850055
Col1035,0.02252778765959176
Col2181,0.022542777953180073
Col2266,0.022568559824882713
Col790,0.02260524454801051
Col1656,0.02260544171714878
Col1913,0.022635351122765667
Col1344,0.02268092067064635
Col668,0.02270786257045716
Col1191,0.022802951838730545
Col2383,0.022913536145438392
Col827,0.02300862268564783
Col1494,0.02301603449487842
Col1186,0.023024830138994506
Col323,0.023053991600753956
Col371,0.02311141149846067
Col1698,0.023117201274928764
Col1536,0.023204631903833216
Col118,0.023252213495037453
Col367,0.023293100990935685
Col69,0.023304440088486793
Col2215,0.023306793522004973
Col313,0.023347626898233935
Col101,0.023360062693372884
Col710,0.023431327964046737
Col2197,0.023572156789163412
Col483,0.02373169402241231
Col1401,0.023733567225940617
Col2195,0.02376135343791558
Col1615,0.023830436952328785
Col338,0.023854750141971488
Col244,0.02390319055489524
Col2269,0.02394814699601096
Col1214,0.023957043512727576
Col413,0.023988545943878087
Col1958,0.024149673658327337
Col1296,0.024171065383177995
Col1929,0.024185315158754463
Col2031,0.02423477985579353
Col258,0.024244603293596692
Col1278,0.024262245061851984
Col812,0.0242832654167424
Col1895,0.024295085419501188
Col2188,0.02441124008146174
Col1892,0.02445051096478466
Col2094,0.02445607028516748
Col2368,0.02447445404552102
Col610,0.02453365517721647
Col2173,0.02457904849735652
Col2379,0.024646642885719633
Col2307,0.024672924727843333
Col1710,0.02470612414425756
Col1327,0.024769259518919902
Col1228,0.024809931109488807
Col698,0.024876139806253916
Col438,0.024926982013513524
Col194,0.02498309483138468
Col49,0.02501789519240012
Col749,0.025178926433929206
Col1805,0.02531334976337258
Col170,0.025344285795237644
